DRXFDCD,DRXFCLD,parent_foodcode,parent_desc,Similarity,
25230820,TURKEY PASTRAMI,25221215,"Pastrami, NFS",0.818,
51301760,"BAGEL, ""WHOLE"" WHEAT, TOASTED",51301750,"Bagel, whole wheat",0.818,
24127151,"Chicken, breast, coated, baked or fried, prepared skinless, coating eaten, made with shortening",24127202,"Chicken breast, fried, coated, prepared skinless, coating eaten, from raw",0.817,
24147223,"Chicken, drumstick, coated, baked or fried, prepared with skin, skin/coating not eaten, made with oil",24147401,"Chicken drumstick, baked, coated, skin / coating not eaten",0.816,
24147213,"Chicken, drumstick, coated, baked or fried, prepared with skin, skin/coating eaten, made with oil",24147400,"Chicken drumstick, baked, coated, skin / coating eaten",0.816,
71402505,"White potato, french fries, with cheese and bacon",71402505,"Potato, french fries, with cheese and meat",0.815,"added code 71402505 for Potato, french fries, with cheese and meat"
41435700,South Beach Living High Protein Cereal Bar,53720610,Nutrition bar (South Beach Living High Protein Bar),0.815,
11428000,"Yogurt, Greek, chocolate, nonfat",11460200,"Yogurt, frozen, chocolate, nonfat milk",0.814,
12210250,"CREAM SUBSTITUTE, LIGHT, LIQUID",12210520,"Coffee creamer, soy, liquid",0.814,
24198695,"Chicken patty, fillet, or tenders, breaded, cooked, from school lunch",24198745,"Chicken tenders or strips, breaded, from school lunch",0.814,
74502010,"Tomato and lima beans, cooked, fat not added cooking",74503012,"Tomato and lima beans, cooked, fat not added in cooking",0.814,"added code 74503012 for Tomato and lima beans, cooked, fat not added in cooking"
11710659,"Enfamil LIPIL, infant formula, prepared from powder, made with baby water",11710669,"Infant formula, powder, made with baby water (Enfamil A.R.)",0.814,
58450300,"NOODLE SOUP, MADE W/ MILK",58400110,"Noodle soup, made with milk",0.813,"added code 58400110 for Noodle soup, made with milk"
58161454,"Rice, brown, with tomatoes, fat added in cooking",58161464,"Rice, brown, with tomatoes and/or tomato based sauce, fat added",0.813,
58161452,"Rice, brown, with tomatoes, fat not added in cooking",58161462,"Rice, brown, with tomatoes and/or tomato based sauce, no added fat",0.813,
24147240,"CHICKEN,DRUMSTICK,COATED,BKD/FRD,PPD SKINLESS,NS COAT EAT",24147301,"Chicken drumstick, fried, coated, skin / coating not eaten, from raw",0.813,
11220100,"Milk, condensed, sweetened, undiluted",11220000,"Milk, condensed, sweetened",0.813,
24147250,"CHICKEN,DRUMSTICK,COATED,BKD/FRD,PPD SKINLESS, COAT EAT",24147302,"Chicken drumstick, fried, coated, prepared skinless, coating eaten, from raw",0.813,
27510220,"CHEESEBURGER, W/ MAYO, ON BUN",27510155,"Cheeseburger, NFS",0.813,
58106310,"PIZZA, CHEESE, W/ VEG, NS AS TO TYPE OF CRUST",58109060,"Pizza, cheese and vegetables, whole wheat thick crust",0.813,
24147260,"CHICKEN,DRUMSTICK,COATED,BKD/FRD,PPD SKINLESS, COAT NOT EAT",24147311,"Chicken drumstick, fried, coated, skin / coating not eaten, from pre-cooked",0.813,
24157230,"Chicken, thigh, from fast food, coated, baked or fried, prepared with skin, skin/coating eaten",24157320,"Chicken thigh, fried, coated, skin / coating eaten, from fast food",0.813,
11710061,"Similac Alimentum Advance, with iron, infant formula, ready-to-feed",11710351,"Infant formula, ready-to-feed (Similac Advance)",0.813,
24157225,"Chicken, thigh, from fast food, coated, baked or fried, prepared with skin, NS as to skin/coating eaten",24157311,"Chicken thigh, fried, coated, skin / coating not eaten, from pre-cooked",0.813,
75604510,"CUCUMBER SOUP, CREAM OF, W/ MILK",75612010,"Zucchini soup, cream of, prepared with milk",0.813,
27510210,"CHEESEBURGER, PLAIN, ON BUN",27510155,"Cheeseburger, NFS",0.812,
11425000,"Yogurt, chocolate, NS as to type of milk",11460430,"Yogurt, frozen, chocolate, whole milk",0.812,
11210000,"MILK, EVAPORATED, NS AS TO FAT CONTENT & DILUTION",11210050,"Milk, evaporated, NS as to fat content",0.812,
11710657,"Enfamil LIPIL, infant formula, prepared from powder, made with tap water",11710664,"Infant formula, powder, made with tap water (Enfamil A.R.)",0.812,
58132360,"SPAGHETTI, WHOLE WHEAT, W/ TOMATO & MEAT SAUC",27162040,Spaghetti sauce with meat,0.812,
55105400,"PANCAKES, RYE",55100005,"Pancakes, NFS",0.811,
32105013,"Egg omelet or scrambled egg, with seafood",32129996,"Egg omelet or scrambled egg, with fish",0.811,
92301000,"TEA, NS AS TO TYPE, UNSWEETENED",92302000,"Tea, hot, leaf, black",0.811,
25230235,"Ham, sliced, extra lean, lower sodium, prepackaged or deli, luncheon meat",25230220,"Ham, prepackaged or deli, luncheon meat, reduced sodium",0.81,
83204060,"MAYONNAISE-TYPE SALAD DRESSING,DIET,NO CHOLESTEROL",83110000,Mayonnaise-type salad dressing,0.81,
58161300,WHITE RICE W/ TOMATO SAUCE,58160520,"Rice, white, with tomatoes and/or tomato-based sauce, NS as to fat",0.809,
51153010,"ROLL, WHITE, HARD, TOASTED",51153000,"Roll, white, hard",0.808,
32105118,"Egg omelet or scrambled egg, with sausage and vegetables other than dark-green",32130900,"Egg omelet or scrambled egg, with meat and vegetables other than dark-green and/or tomatoes, no added fat",0.808,
75302020,"BEANS, GREEN STRING, W/ ONIONS, COOKD, NO FAT ADDED",75302205,"Beans, string, green, with onions, cooked, fat not added in cooking",0.808,
75204120,"Beans, lima, immature, canned, low sodium, fat added in cooking",75204021,"Beans, lima, immature, cooked, from fresh, fat added in cooking, NS as to type of fat",0.807,
75204110,"BEANS, LIMA,IMMATURE,CANNED,LOW SODIUM,NO FAT ADDED",75204010,"Beans, lima, immature, cooked, NS as to form, fat not added in cooking",0.807,
24154212,"Chicken, thigh, fried, no coating, skin eaten, made with butter",24157300,"Chicken thigh, fried, coated, skin / coating eaten, from raw",0.806,
56208530,"OAT BRAN CEREAL, MADE W/ MILK, NO FAT ADDED",56208505,"Oat bran cereal, cooked with milk",0.806,"added code 56208505 for Oat bran cereal, cooked with milk"
73406010,Sweet potato with fruit,67600100,"Apples and sweet potatoes, baby food, strained",0.806,
42101100,"ALMONDS, ROASTED",42100100,"Almonds, NFS",0.806,
51150100,"ROLL, WHITE, SOFT, TOASTED",51150000,"Roll, white, soft",0.806,
24154222,"Chicken, thigh, fried, no coating, skin not eaten, made with butter",24157301,"Chicken thigh, fried, coated, skin / coating not eaten, from raw",0.806,
75609000,"PEA SOUP, NFS",41602050,Split pea soup,0.805,
58100130,"BURRITO W/ BEEF & CHEESE, NO BEANS",58100100,Burrito with meat,0.805,
11720401,"ISOMIL, W/ IRON, INFANT FORMULA, READY-TO-FEED",11720411,"Infant formula, ready-to-feed (Similac Isomil Soy)",0.804,
27520130,"BACON, CHICK, & TOM CLUB SANDWICH W/ LETTUCE+SPREAD",27540285,"Chicken, bacon, and tomato club sandwich, with lettuce and spread",0.804,
24127120,"CHICKEN, BREAST,COATED,BKD/FRD,PPD W/ SKIN, SKIN NOT EATEN",24127501,"Chicken breast, baked, coated, skin / coating not eaten",0.803,
24127110,"CHICKEN, BREAST,COATED,BKD/FRD,PPD W/ SKIN, SKIN EATEN",24127500,"Chicken breast, baked, coated, skin / coating eaten",0.803,
24127100,"CHICKEN, BREAST,COATED,BKD/FRD,PPD W/ SKIN,NS SKIN EATEN",24127500,"Chicken breast, baked, coated, skin / coating eaten",0.803,
14420000,"CHEESE SPREAD, NFS",14420100,"Cheese spread, American or Cheddar cheese base",0.803,
27510600,"HAMBURGER, 1 OZ MEAT,PLAIN, ON MINIATURE BUN",27510511,"Hamburger, 1 miniature patty, on miniature bun, from school",0.803,
24162110,"CHICKEN, WING, ROASTED OR BROILED, W/ SKIN",24162130,"Chicken wing, baked, broiled, or roasted, from raw",0.802,
27510500,"HAMBURGER, PLAIN, ON BUN",27510521,"Hamburger, NFS",0.802,
27510280,"DOUBLE CHEESEBURGER, W/ MAYO, ON BUN",27510264,"Double cheeseburger, on white bun, 2 large patties, mayo",0.802,"added code 27510264 for Double cheeseburger, on white bun, 2 large patties, mayo"
24162100,"CHICKEN, WING, ROASTED OR BROILED, NS AS TO SKIN",24162130,"Chicken wing, baked, broiled, or roasted, from raw",0.802,
24162120,"CHICKEN, WING, ROASTED OR BROILED, W/O SKIN",24162130,"Chicken wing, baked, broiled, or roasted, from raw",0.802,
27510590,"Hamburger, with mayonnaise or salad dressing, on bun",27510522,"Hamburger, with mayo",0.801,"added code 27510522 for Hamburger, with mayo"
27510270,"DOUBLE CHEESEBURGER, PLAIN, ON BUN",27510401,"Double cheeseburger, from fast food, 2 medium patties",0.801,
92301160,"TEA, DECAFFEINATED, W/ SUGAR, NFS",92305050,"Tea, iced, instant, black, decaffeinated, pre-sweetened with sugar",0.8,
53102500,"CAKE, BANANA, NS AS TO ICING",53102700,"Cake or cupcake, banana, with icing or filling",0.8,
24124122,"Chicken, breast, fried, no coating, skin not eaten, made with butter",24127221,"Chicken breast, fried, coated, skin / coating not eaten, from fast food / restaurant",0.8,
53204800,"BROWNIE, DIET, NS AS TO ICING",53204000,"Cookie, brownie, NS as to icing",0.8,
32105050,"EGG OMELET OR SCRAMBLED EGG, W/ VEG, NOT DK GRN",32130500,"Egg omelet or scrambled egg, with vegetables other than dark green and/or tomatoes, no added fat",0.799,
11613000,"Instant breakfast, powder, sweetened with low calorie sweetener, milk added",95201010,"Nutritional powder mix, sugar free (Carnation Instant Breakfast)",0.799,
11211100,"MILK, EVAPORATED, WHOLE, UNDILUTED",11211050,"Milk, evaporated, whole",0.799,
11541500,"MILK SHAKE, MADE W/ SKIM MILK, CHOCOLATE",11541130,"Milk shake, home recipe, chocolate, light",0.797,
11541510,"MILK SHAKE,MADE W/ SKIM MILK, NOT CHOCOLATE",11541135,"Milk shake, home recipe, flavors other than chocolate, light",0.797,
11740318,"Enfamil Nutramigen LIPIL, infant formula, prepared from powder, made with plain bottled water",11740313,"Infant formula, powder, made with water, NFS (Enfamil Nutramigen)",0.797,
24107001,"Chicken, NS as to part, coated, baked or fried, prepared with skin, NS as to skin/coating eaten, fat not added in cooking",24107070,"Chicken, NS as to part, fried, coated, skin / coating eaten",0.796,
24157240,"CHICKEN,THIGH,COATED,BKD/FRD,PPD SKINLESS,NS COAT EATEN",24157302,"Chicken thigh, fried, coated, prepared skinless, coating eaten, from raw",0.796,
24147212,"Chicken, drumstick, coated, baked or fried, prepared with skin, skin/coating eaten, made with butter",24147400,"Chicken drumstick, baked, coated, skin / coating eaten",0.796,
11424510,"Yogurt, Greek, vanilla, low fat",11435020,"Yogurt, Greek, low fat milk, flavors other than fruit",0.796,
24157260,"CHICKEN,THIGH,COATED,BKD/FRD,PPD SKINLESS, COAT NOT EATEN",24157301,"Chicken thigh, fried, coated, skin / coating not eaten, from raw",0.796,
24157250,"CHICKEN,THIGH,COATED,BKD/FRD,PPD SKINLESS, COAT EATEN",24157302,"Chicken thigh, fried, coated, prepared skinless, coating eaten, from raw",0.796,
25220390,"Bologna, beef, lowfat",25220410,"Bologna, NFS",0.796,
92582120,"Fruit flavored drink, reduced sugar, with high vitamin C, plus added calcium",92582100,"Fruit juice drink, with high vitamin C, plus added calcium",0.795,
71104010,"WHITE POTATO, ROASTED, FAT NOT ADDED",71104030,"Potato, roasted, NFS",0.795,
56203010,"OATMEAL, COOKED, REGULAR, NO FAT ADDED",56203066,"Oatmeal, regular or quick, made with milk, no added fat",0.795,
53227000,"COOKIE, MARSHMALLOW PIE, NONCHOCOLATE COATING",53382000,"Pie, chocolate-marshmallow",0.795,
71104020,"WHITE POTATO, ROASTED, FAT ADDED",71104030,"Potato, roasted, NFS",0.795,
58406010,TURKEY NOODLE SOUP,58403010,"Chicken or turkey noodle soup, canned or ready-to-serve",0.795,
71104000,"WHITE POTATO, ROASTED, NS FAT ADDED",71104030,"Potato, roasted, NFS",0.795,
57339100,"Rice Krispies with Real Strawberries, Kellogg's",57339500,Cereal (Kellogg's Rice Krispies Treats Cereal),0.795,
24127135,"Chicken, breast, from fast food, coated, baked or fried, prepared with skin, skin/coating not eaten",24127211,"Chicken breast, fried, coated, skin / coating not eaten, from pre-cooked",0.794,
24127130,"Chicken, breast, from fast food, coated, baked or fried, prepared with skin, skin/coating eaten",24127210,"Chicken breast, fried, coated, skin / coating eaten, from pre-cooked",0.794,
24127125,"Chicken, breast, from fast food, coated, baked or fried, prepared with skin, NS as to skin/coating eaten",24127210,"Chicken breast, fried, coated, skin / coating eaten, from pre-cooked",0.794,
58132910,SPAGHETTI W/ TOMATO SAUCE & CHICKEN OR TURKEY,58146343,"Pasta with tomato-based sauce and poultry, ready-to-heat",0.793,
24127160,"CHICKEN,BREAST,COATED,BKD/FRD,PPD SKINLESS,COAT NOT EATEN",24127211,"Chicken breast, fried, coated, skin / coating not eaten, from pre-cooked",0.792,
54301000,"CRACKER, SNACK",54001000,"Crackers, NFS",0.792,
61204600,"Lemon juice, frozen",61204000,"Lemon juice, 100%, NS as to form",0.792,
24127150,"CHICKEN,BREAST,COATED,BKD/FRD,PPD SKINLESS,COAT EATEN",24127202,"Chicken breast, fried, coated, prepared skinless, coating eaten, from raw",0.792,
74402300,Salsa made with fruit,74402100,"Salsa, NFS",0.792,
11710650,"Enfamil Lipil, with iron, infant formula, NS as to form",11710660,"Infant formula, NS as to form (Enfamil A.R.)",0.792,
28320120,"PORK VEG SOUP W/ NOODLES, STEW TYPE, CHUNKY STYLE",28320160,"Pork vegetable soup with potato, pasta, or rice, stew type, chunky style",0.792,
24127140,"CHICKEN,BREAST,COATED,BKD/FRD,PPD SKINLESS,NS COAT EATEN",24127202,"Chicken breast, fried, coated, prepared skinless, coating eaten, from raw",0.792,
92417010,"Soft drink, ale type",92400000,"Soft drink, NFS",0.792,
58100150,"BURRITO W/ BEEF & POTATO, NO BEANS",58100110,Burrito with beef and potato,0.792,added code 58100110 for Burrito with beef and potato
57404200,Malt-O-Meal Apple and Cinnamon Toasty O's,57305165,Cereal (Malt-O-Meal Cinnamon Toasters),0.792,
25221680,"SMOKED SAUSAGE, PORK",25221405,Pork sausage,0.792,
25221650,"SMOKED LINK SAUSAGE, PORK",25221450,Pork sausage rice links,0.791,
21500300,"Ground beef patty, cooked (for fast food sandwiches)",21500310,"Ground beef patty, cooked",0.791,
24140200,"CHICKEN, DRUMSTICK, NFS",24143210,"Chicken drumstick, stewed, skin eaten",0.79,
53102300,"Cake, applesauce, diet, without icing",53102100,"Cake or cupcake, applesauce, without icing or filling",0.79,
53102000,"Cake, applesauce, NS as to icing",53102200,"Cake or cupcake, applesauce, with icing or filling",0.789,
51184030,"BREAD STICK, SOFT, PREP W/ GARLIC & PARMESAN CHEESE",51121055,"Garlic bread, with parmesan cheese, from frozen",0.789,
42109000,"MACADAMIA NUTS, UNROASTED",42109100,Macadamia nuts,0.789,
53108100,"CAKE, CUPCAKE, CHOCOLATE, W/O ICING",53105275,"Cake or cupcake, chocolate, devil's food or fudge, without icing or filling",0.788,
53109000,"CAKE, CUPCAKE, NOT CHOCOLATE, NS AS TO ICING",53105270,"Cake or cupcake, chocolate, devil's food or fudge, with icing or filling",0.788,
11710603,"ENFAMIL W/ IRON, INFANT FORMULA, PREPARED FROM POWDER",11710663,"Infant formula, powder, made with water, NFS (Enfamil A.R.)",0.788,
83107200,"MAYONNAISE, MADE W/ TOFU",83300700,"Mayonnaise, fat free",0.788,
53108000,"Cake, cupcake, chocolate, NS as to icing",53105270,"Cake or cupcake, chocolate, devil's food or fudge, with icing or filling",0.788,
27510240,"CHEESEBURGER, 1/4 LB MEAT, PLAIN, ON BUN",27510155,"Cheeseburger, NFS",0.787,
24144225,"Chicken, drumstick, fried, no coating, skin not eaten, made without fat",24147301,"Chicken drumstick, fried, coated, skin / coating not eaten, from raw",0.787,
28315120,"BEEF VEG SOUP W/ NOODLES, STEW TYPE, CHUNKY STYLE",75656060,"Vegetable beef soup, chunky style",0.787,
24144215,"Chicken, drumstick, fried, no coating, skin eaten, made without fat",24147301,"Chicken drumstick, fried, coated, skin / coating not eaten, from raw",0.787,
64104090,APPLE JUICE WITH ADDED VITAMIN C AND CALCIUM,64104030,"Apple juice, 100%, with calcium added",0.786,
28143030,"Chicken and vegetable entree, oriental (diet frozen meal)",28143020,"Chicken and vegetable entree with rice, diet frozen meal",0.785,
11212100,"Milk, evaporated, skim, undiluted",11212050,"Milk, evaporated, fat free (skim)",0.784,
58160302,"Rice with peas, fat not added in cooking",58160440,"Rice, white, with peas, no added fat",0.784,
53116490,"Cake, pumpkin, NS as to icing",53116500,"Cake or cupcake, pumpkin, without icing or filling",0.784,
58160304,"Rice with peas, fat added in cooking",58160450,"Rice, white, with peas, fat added",0.784,
24157213,"Chicken, thigh, coated, baked or fried, prepared with skin, skin/coating eaten, made with oil",24157400,"Chicken thigh, baked, coated, skin / coating eaten",0.784,
24157223,"Chicken, thigh, coated, baked or fried, prepared with skin, skin/coating not eaten, made with oil",24157401,"Chicken thigh, baked, coated, skin / coating not eaten",0.784,
74404030,"SPAGHETTI SAUCE W/ MEAT, CANNED, NO EXTRA MEAT",27162040,Spaghetti sauce with meat,0.783,
57321905,"Organic Flax Plus, Pumpkin Granola, Nature's Path",57321900,Cereal (Nature's Path Organic Flax Plus),0.783,
25220130,"BEEF SAUSAGE, SMOKED",25220105,Beef sausage,0.783,
54337000,"CRACKER, 100% WHOLE WHEAT",54338000,"Crackers, wheat",0.783,
53243100,"COOKIE, RICH, ALL CHOCOLATE, W/ CHOC FILLING OR CHOC CHIPS",53209005,"Cookie, chocolate, with icing or coating",0.783,
56203030,"OATMEAL, COOKED, INSTANT, NO FAT ADDED IN COOKING",56203096,"Oatmeal, instant, plain, made with milk, no added fat",0.782,
25230840,TURKEY SALAMI,25221500,"Salami, NFS",0.782,
27510250,"Cheeseburger, 1/4 lb meat, with mayonnaise or salad dressing, on bun",27510268,"Cheeseburger, 1 large patty, with mayo, on bun, from fast food / restaurant",0.782,"added code 27510268 for Cheeseburger, 1 large patty, with mayo, on bun, from fast food / restaurant"
11519000,"MILK BEVERAGE, NOT CHOCOLATE, W/ WHOLE MILK",11519050,"Strawberry milk, whole",0.781,
24107010,"CHICKEN, COATED, BKD/FRD, PPD W/ SKIN, SKIN EATEN",24127220,"Chicken breast, fried, coated, skin / coating eaten, from fast food / restaurant",0.781,
24107000,"CHICKEN, COATED, BKD/FRD, PPD W/ SKIN, NS SKIN EATEN",24127220,"Chicken breast, fried, coated, skin / coating eaten, from fast food / restaurant",0.781,
24107020,"CHICKEN, COATED, BKD/FRD, PPD W/ SKIN, SKIN NOT EATEN",24127221,"Chicken breast, fried, coated, skin / coating not eaten, from fast food / restaurant",0.781,
58106255,"Pizza, extra cheese, regular crust",58106260,"Pizza, extra cheese, thick crust",0.781,
63401020,APPLE & CABBAGE SALAD W/ DRESSING,63401010,Apple salad with dressing,0.78,
24201350,"Turkey, light or dark meat, battered, fried, NS as to skin eaten",24201360,"Turkey, light or dark meat, fried, coated, skin not eaten",0.78,
24127113,"Chicken, breast, coated, baked or fried, prepared with skin, skin/coating eaten, made with oil",24127500,"Chicken breast, baked, coated, skin / coating eaten",0.78,
28120310,"Pork with rice, vegetable, in soy-based sauce (diet frozen meal)",28143200,"Chicken in soy-based sauce, rice and vegetables, frozen meal",0.78,
53101300,"Cake, angel food, chocolate, without icing",53101100,"Cake, angel food, without icing or filling",0.779,
32105121,"EGG OMELET OR SCRAMBLED EGG, W/ SAUSAGE & CHEESE",32130290,"Egg omelet or scrambled egg, with cheese and meat, NS as to fat",0.779,
11710103,"ENFAMIL, LOW IRON, INFANT FORMULA, PREPARED FROM POWDER",11710663,"Infant formula, powder, made with water, NFS (Enfamil A.R.)",0.779,
71403010,"White potato, home fries, fat not added in cooking",71403020,"Potato, home fries, NFS",0.778,
24122110,"CHICKEN, BREAST, ROASTED OR BROILED, W/SKIN",24122130,"Chicken breast, baked, broiled, or roasted, skin eaten, from raw",0.778,
42111010,"PEANUTS, IN SHELL, NFS, SHELL NOT EATEN",42111000,"Peanuts, NFS",0.778,
32105122,"EGG OMELET OR SCRAMBLED EGG, W/ SAUSAGE",32130270,"Egg omelet or scrambled egg, with meat, no added fat",0.778,
51126010,"Bread, milk and honey",51300055,"Bread, milk and honey",0.777,"added code 51300055 for Bread, milk and honey"
52304200,"MUFFIN, OAT BRAN WITH FRUIT AND/OR NUTS",52304040,"Muffin, bran with fruit, lowfat",0.777,
56207010,"WHEAT, CREAM OF, COOKED, REGULAR, NO FAT ADDED",56207022,"Cream of wheat, regular or quick, made with milk, no added fat",0.776,
11710645,"Enfamil PREMIUM LIPIL, infant formula, prepared from liquid concentrate, made with plain bottled water",11710634,"Infant formula, liquid concentrate, made with plain bottled water (Enfamil Infant)",0.776,
27510530,"HAMBURGER, 1/4 LB MEAT, PLAIN, ON BUN",27510521,"Hamburger, NFS",0.776,
56207220,"WHEAT, CREAM OF, COOKED, REGULAR, FAT ADDED",56207023,"Cream of wheat, regular or quick, made with milk, fat added",0.776,
58107210,"WHITE PIZZA, NS AS TO TYPE OF CRUST",58107207,"White pizza, cheese, thick crust",0.776,
81102030,"MARGARINE, LIQUID, SALTED",81104110,"Margarine like spread, fat free, liquid, salted",0.776,
24164123,"Chicken, wing, fried, no coating, skin not eaten, made with oil",24107071,"Chicken, NS as to part, fried, coated, skin / coating not eaten",0.775,
24164113,"Chicken, wing, fried, no coating, skin eaten, made with oil",24107070,"Chicken, NS as to part, fried, coated, skin / coating eaten",0.775,
24124124,"Chicken, breast, fried, no coating, skin not eaten, made with cooking spray",24107071,"Chicken, NS as to part, fried, coated, skin / coating not eaten",0.774,
32105085,"EGG OMELET OR SCRAMBLED EGG,W/CHEESE, HAM OR BACON, & TOMATO",32131010,"Egg omelet or scrambled egg, with cheese, meat, and tomatoes, no added fat",0.774,
25230900,"TURKEY OR CHICKEN BREAST, PKG'D/DELI, LUNCHEON MEAT",25230110,"Luncheon meat, NFS",0.773,
51302050,"Bread, wheat bran, with raisins",51300210,"Bread, whole wheat, with raisins",0.773,
32105040,"EGG OMELET OR SCRAMBLED EGG, W/ DK GRN VEGETABLES",32130450,"Egg omelet or scrambled egg, with dark-green vegetables, NS as to fat",0.773,
51302010,"BREAD, WHEAT BRAN",51301010,"Bread, wheat or cracked wheat",0.773,
11211000,"MILK, EVAPORATED, WHOLE, NS AS TO DILUTION",11211050,"Milk, evaporated, whole",0.773,
71405020,"WHITE POTATO, HASH BROWN, FROM FROZEN",71404010,"Potato, hash brown, from fast food",0.772,
51301710,"BAGEL, WHEAT, TOASTED",51301700,"Bagel, wheat",0.771,
11710652,"Enfamil Lipil, with iron, infant formula, prepared from liquid concentrate",11710632,"Infant formula, liquid concentrate, made with water, NFS (Enfamil Infant)",0.771,
24147200,"CHICKEN,DRUMSTICK,COATED,BKD/FRD,PPD W/SKIN,NS SKIN EAT",24147320,"Chicken drumstick, fried, coated, skin / coating eaten, from fast food / restaurant",0.77,
24147210,"CHICKEN,DRUMSTICK,COATED,BKD/FRD,PPD W/SKIN, SKIN EAT",24147320,"Chicken drumstick, fried, coated, skin / coating eaten, from fast food / restaurant",0.77,
24147220,"CHICKEN,DRUMSTICK,COATED,BKD/FRD,PPD W/SKIN, SKIN NOT EAT",24147321,"Chicken drumstick, fried, coated, skin / coating not eaten, from fast food / restaurant",0.77,
74602100,"TOMATO SOUP, CANNED, LOW SODIUM, READY-TO-SERVE",74602200,"Tomato soup, canned, reduced sodium, prepared with water, or ready-to-serve",0.77,
41221010,"BAKED BEANS, LOW SODIUM",41221000,"Baked beans, reduced sodium",0.769,
56201130,"Grits, cooked, corn or hominy, quick, NS as to fat added in cooking",75217490,"Hominy, cooked, NS as to fat added in cooking",0.769,
92510810,GRAPEADE & GRAPE DRINK,64116020,"Grape juice, 100%",0.768,
92306040,"Tea, herbal, presweetened, NS as to sweetener",92306000,"Tea, hot, herbal",0.767,
54305000,"CRISPBREAD, WHEAT, NO ADDED FAT",54305010,"Crackers, crispbread",0.767,
55101010,"PANCAKES, REDUCED CALORIE, HIGH FIBER",51122000,"Bread, reduced calorie and/or high fiber, white or NFS",0.767,
56201298,"Grits, cooked, corn or hominy, NS as to regular, quick, or instant, made with milk, fat not added in cooking",56201051,"Grits, regular or quick, made with water, no added fat",0.767,
11720400,"ISOMIL, W/ IRON, INFANT FORMULA, NS AS TO FORM",11720410,"Infant formula, NS as to form (Similac Isomil Soy)",0.766,
71103120,"WHITE POTATO, BOILED, W/ PEEL, FAT ADDED",71103115,"Potato, boiled, from fresh, peel eaten, fat added, NS as to fat type",0.766,
61225000,"PINEAPPLE-ORANGE JUICE, NFS",61213800,"Fruit juice blend, citrus, 100% juice",0.766,
71103110,"WHITE POTATO, BOILED, W/ PEEL, FAT NOT ADDED",71103125,"Potato, boiled, from fresh,  peel eaten, no addded fat",0.766,
53542200,"GRANOLA BAR, OATS, FRUIT, NUTS, LOWFAT",53712200,"Cereal or granola bar, lowfat, NFS",0.766,
24147215,"Chicken, drumstick, coated, baked or fried, prepared with skin, skin/coating eaten, made without fat",24147400,"Chicken drumstick, baked, coated, skin / coating eaten",0.765,
21501360,"Ground beef, 95% or more lean, cooked",21500100,"Ground beef, cooked",0.764,
74403010,TOMATO SAUCE,89901050,"Tomato sauce, for use with vegetables",0.764,
61216220,"GRAPEFRUIT & ORANGE JUICE, CANNED, UNSWEETENED",61101220,"Grapefruit, canned or frozen, unsweetened, water pack",0.764,
27510410,"Chiliburger, on bun",27510705,"Chiliburger, with or without cheese, on bun",0.764,
11832000,"MEAL REPLACEMENT,MILK-&SOY-BASE,POWDER,NOT RECONST",95230010,"Nutritional powder mix, protein, soy based, NFS",0.763,
53541200,MEAL REPLACEMENT BAR (INCL SLIM FAST BAR),53720600,Nutrition bar (South Beach Living Meal Bar),0.763,
91109000,"Blue Agave liquid sweetener, sugar substitute",91302020,Agave liquid sweetener,0.762,
14504010,IMITATION MOZZARELLA CHEESE (INCL PIZZA MATE),14502000,Imitation cheese,0.762,
25221880,"TURKEY, PORK, & BEEF SAUSAGE, REDUCED FAT, SMOKED",25221406,"Pork sausage, reduced fat",0.762,
41430000,"PROTEIN POWDER, NFS",95201300,Nutritional powder mix (EAS Soy Protein Powder),0.762,
75651050,"VEGETABLE CHICKEN SOUP, W/ WATER OR READY-TO-SERVE",75651110,"Vegetable chicken rice soup, canned, prepared with water or ready-to-serve",0.762,
28340530,CHICKEN SOUP,58400000,"Soup, NFS",0.762,
24157235,"Chicken, thigh, from fast food, coated, baked or broiled, prepared with skin, skin/coating not eaten",24157331,"Chicken thigh, fried, coated, skin / coating not eaten, from restaurant",0.762,
58101740,Soft taco with egg and potato,58101346,Soft taco with egg and potato,0.761,added code 58101346 for Soft taco with egg and potato
27510570,"Hamburger, 2-1/2 oz meat, with mayonnaise or salad dressing and tomatoes, on bun",27510586,"Hamburger, 1 small patty, with mayo and tomato",0.761,"added code 27510586 for Hamburger, 1 small patty, with mayo and tomato"
11212000,"Milk, evaporated, skim, NS as to dilution",11212050,"Milk, evaporated, fat free (skim)",0.761,
51165100,"COFFEE CAKE, YEAST TYPE, FAT FREE, CHOL FREE, W/ FRUIT",51165000,"Coffee cake, yeast type",0.761,
25220500,"BOLOGNA, BEEF & PORK, LOWFAT",25220410,"Bologna, NFS",0.76,
58160320,"Rice with tomatoes, NS as to fat added in cooking",58160520,"Rice, white, with tomatoes and/or tomato-based sauce, NS as to fat",0.76,
58160322,"Rice with tomatoes, fat not added in cooking",58160530,"Rice, white, with tomatoes and/or tomato-based sauce, no added fat",0.76,
57212100,"FRENCH TOAST CRUNCH CEREAL, GENERAL MILLS",57125000,Cereal (General Mills Cinnamon Toast Crunch),0.76,
58160324,"Rice with tomatoes, fat added in cooking",58160540,"Rice, white, with tomatoes and/or tomato-based sauce, fat added",0.76,
92205000,RICE BEVERAGE (INCL RICE TEA),11360000,Rice milk,0.759,
