DRXFDCD,DRXFCLD,parent_foodcode,parent_desc,Similarity
83110010.0,"Mayonnaise-type salad dressing, cholesterol-free",83110000.0,Mayonnaise-type salad dressing,0.823
75230100.0,"Sauerkraut, canned, low sodium",75230000.0,Sauerkraut,0.822
21540100.0,"Ground beef with textured vegetable protein, cooked",41440000.0,"Textured vegetable protein, dry",0.821
51208110.0,"BAGEL, 100% WHOLE WHEAT, W/ RAISINS, TOASTED",51301805.0,"Bagel, whole wheat, with raisins",0.821
24147225.0,"Chicken, drumstick, from fast food, coated, baked or fried, prepared with skin, NS as to skin/coating eaten",24147310.0,"Chicken drumstick, fried, coated, skin / coating eaten, from pre-cooked",0.821
52302610.0,"Muffin, chocolate, lowfat",52302600.0,"Muffin, chocolate",0.821
24147230.0,"Chicken, drumstick, from fast food, coated, baked or fried, prepared with skin, skin/coating eaten",24147310.0,"Chicken drumstick, fried, coated, skin / coating eaten, from pre-cooked",0.821
24147235.0,"Chicken, drumstick, from fast food, coated, baked or fried, prepared with skin, skin/coating not eaten",24147310.0,"Chicken drumstick, fried, coated, skin / coating eaten, from pre-cooked",0.821
32105030.0,"EGG OMELET OR SCRAMBLED EGG, W/ HAM OR BACON",32129990.0,"Egg omelet or scrambled egg, NS as to fat",0.82
58163210.0,"RICE, CREAMED",32101000.0,"Egg, creamed",0.82
58160290.0,"Rice with corn, NS as to fat added in cooking",58160410.0,"Rice, white, with corn, no added fat",0.82
58160294.0,"Rice with corn, fat added in cooking",58160410.0,"Rice, white, with corn, no added fat",0.82
58132800.0,"SPAGHETTI W/ CLAM SAUCE, NS AS TO RED OR WHITE",74404010.0,Spaghetti sauce,0.82
58160292.0,"Rice with corn, fat not added in cooking",58160410.0,"Rice, white, with corn, no added fat",0.82
75607130.0,"MUSHROOM SOUP, MADE FROM DRY MIX",75607000.0,"Mushroom soup, NFS",0.82
32105119.0,"Egg omelet or scrambled egg, with sausage, cheese, and vegetables other than dark-green",32130710.0,"Egg omelet or scrambled egg, with cheese and vegetables other than dark green and/or tomatoes, NS as to fat",0.819
58132110.0,"SPAGHETTI W/ TOMATO SAUCE, MEATLESS",27162040.0,Spaghetti sauce with meat,0.819
25230820.0,TURKEY PASTRAMI,25221215.0,"Pastrami, NFS",0.818
51301760.0,"BAGEL, ""WHOLE"" WHEAT, TOASTED",51301750.0,"Bagel, whole wheat",0.818
24127151.0,"Chicken, breast, coated, baked or fried, prepared skinless, coating eaten, made with shortening",24127202.0,"Chicken breast, fried, coated, prepared skinless, coating eaten, from raw",0.817
24147223.0,"Chicken, drumstick, coated, baked or fried, prepared with skin, skin/coating not eaten, made with oil",24147400.0,"Chicken drumstick, baked, coated, skin / coating eaten",0.816
24147213.0,"Chicken, drumstick, coated, baked or fried, prepared with skin, skin/coating eaten, made with oil",24147400.0,"Chicken drumstick, baked, coated, skin / coating eaten",0.816
71402505.0,"White potato, french fries, with cheese and bacon",71402500.0,"Potato, french fries, with cheese",0.815
41435700.0,South Beach Living High Protein Cereal Bar,53720610.0,Nutrition bar (South Beach Living High Protein Bar),0.815
11428000.0,"Yogurt, Greek, chocolate, nonfat",11460200.0,"Yogurt, frozen, chocolate, nonfat milk",0.814
12210250.0,"CREAM SUBSTITUTE, LIGHT, LIQUID",91200005.0,"Sugar substitute, liquid, NFS",0.814
24198695.0,"Chicken patty, fillet, or tenders, breaded, cooked, from school lunch",24198745.0,"Chicken tenders or strips, breaded, from school lunch",0.814
74502010.0,"Tomato and lima beans, cooked, fat not added cooking",41103000.0,"Lima beans, dry, cooked, NS as to fat added in cooking",0.814
11710659.0,"Enfamil LIPIL, infant formula, prepared from powder, made with baby water",11710669.0,"Infant formula, powder, made with baby water (Enfamil A.R.)",0.814
58450300.0,"NOODLE SOUP, MADE W/ MILK",58400100.0,"Noodle soup, NFS",0.813
58161454.0,"Rice, brown, with tomatoes, fat added in cooking",58161325.0,"Rice, brown, with beans and tomatoes",0.813
58161452.0,"Rice, brown, with tomatoes, fat not added in cooking",58161325.0,"Rice, brown, with beans and tomatoes",0.813
24147240.0,"CHICKEN,DRUMSTICK,COATED,BKD/FRD,PPD SKINLESS,NS COAT EAT",24147302.0,"Chicken drumstick, fried, coated, prepared skinless, coating eaten, from raw",0.813
11220100.0,"Milk, condensed, sweetened, undiluted",11220000.0,"Milk, condensed, sweetened",0.813
24147250.0,"CHICKEN,DRUMSTICK,COATED,BKD/FRD,PPD SKINLESS, COAT EAT",24147302.0,"Chicken drumstick, fried, coated, prepared skinless, coating eaten, from raw",0.813
27510220.0,"CHEESEBURGER, W/ MAYO, ON BUN",27510155.0,"Cheeseburger, NFS",0.813
58106310.0,"PIZZA, CHEESE, W/ VEG, NS AS TO TYPE OF CRUST",58107100.0,"Pizza, no cheese, thick crust",0.813
24147260.0,"CHICKEN,DRUMSTICK,COATED,BKD/FRD,PPD SKINLESS, COAT NOT EAT",24147302.0,"Chicken drumstick, fried, coated, prepared skinless, coating eaten, from raw",0.813
24157230.0,"Chicken, thigh, from fast food, coated, baked or fried, prepared with skin, skin/coating eaten",24157320.0,"Chicken thigh, fried, coated, skin / coating eaten, from fast food",0.813
11710061.0,"Similac Alimentum Advance, with iron, infant formula, ready-to-feed",11710351.0,"Infant formula, ready-to-feed (Similac Advance)",0.813
24157225.0,"Chicken, thigh, from fast food, coated, baked or fried, prepared with skin, NS as to skin/coating eaten",24157320.0,"Chicken thigh, fried, coated, skin / coating eaten, from fast food",0.813
75604510.0,"CUCUMBER SOUP, CREAM OF, W/ MILK",75111000.0,"Cucumber, raw",0.813
27510210.0,"CHEESEBURGER, PLAIN, ON BUN",27510155.0,"Cheeseburger, NFS",0.812
11425000.0,"Yogurt, chocolate, NS as to type of milk",11460430.0,"Yogurt, frozen, chocolate, whole milk",0.812
11210000.0,"MILK, EVAPORATED, NS AS TO FAT CONTENT & DILUTION",11210050.0,"Milk, evaporated, NS as to fat content",0.812
11710657.0,"Enfamil LIPIL, infant formula, prepared from powder, made with tap water",11710664.0,"Infant formula, powder, made with tap water (Enfamil A.R.)",0.812
58132360.0,"SPAGHETTI, WHOLE WHEAT, W/ TOMATO & MEAT SAUC",27162040.0,Spaghetti sauce with meat,0.812
55105400.0,"PANCAKES, RYE",55100005.0,"Pancakes, NFS",0.811
32105013.0,"Egg omelet or scrambled egg, with seafood",32129990.0,"Egg omelet or scrambled egg, NS as to fat",0.811
92301000.0,"TEA, NS AS TO TYPE, UNSWEETENED",62119200.0,"Pear, dried, cooked, NS as to sweetened or unsweetened; sweetened, NS as to type of sweetener",0.811
25230235.0,"Ham, sliced, extra lean, lower sodium, prepackaged or deli, luncheon meat",25230220.0,"Ham, prepackaged or deli, luncheon meat, reduced sodium",0.81
83204060.0,"MAYONNAISE-TYPE SALAD DRESSING,DIET,NO CHOLESTEROL",83110000.0,Mayonnaise-type salad dressing,0.81
58161300.0,WHITE RICE W/ TOMATO SAUCE,58160520.0,"Rice, white, with tomatoes and/or tomato-based sauce, NS as to fat",0.809
51153010.0,"ROLL, WHITE, HARD, TOASTED",51153000.0,"Roll, white, hard",0.808
32105118.0,"Egg omelet or scrambled egg, with sausage and vegetables other than dark-green",32130510.0,"Egg omelet or scrambled egg, with vegetables other than dark green and/or tomatoes, NS as to fat",0.808
75302020.0,"BEANS, GREEN STRING, W/ ONIONS, COOKD, NO FAT ADDED",75302205.0,"Beans, string, green, with onions, cooked, fat not added in cooking",0.808
75204120.0,"Beans, lima, immature, canned, low sodium, fat added in cooking",75204003.0,"Beans, lima, immature, cooked, from canned, NS as to fat added in cooking",0.807
75204110.0,"BEANS, LIMA,IMMATURE,CANNED,LOW SODIUM,NO FAT ADDED",75204003.0,"Beans, lima, immature, cooked, from canned, NS as to fat added in cooking",0.807
24154212.0,"Chicken, thigh, fried, no coating, skin eaten, made with butter",24157300.0,"Chicken thigh, fried, coated, skin / coating eaten, from raw",0.806
56208530.0,"OAT BRAN CEREAL, MADE W/ MILK, NO FAT ADDED",56208510.0,"Oat bran cereal, cooked, fat added",0.806
73406010.0,Sweet potato with fruit,73401000.0,"Sweet potato, NFS",0.806
42101100.0,"ALMONDS, ROASTED",42101350.0,"Almonds, honey roasted",0.806
51150100.0,"ROLL, WHITE, SOFT, TOASTED",51150000.0,"Roll, white, soft",0.806
24154222.0,"Chicken, thigh, fried, no coating, skin not eaten, made with butter",24157300.0,"Chicken thigh, fried, coated, skin / coating eaten, from raw",0.806
75609000.0,"PEA SOUP, NFS",58400000.0,"Soup, NFS",0.805
58100130.0,"BURRITO W/ BEEF & CHEESE, NO BEANS",58100120.0,Burrito with meat and beans,0.805
11720401.0,"ISOMIL, W/ IRON, INFANT FORMULA, READY-TO-FEED",11720411.0,"Infant formula, ready-to-feed (Similac Isomil Soy)",0.804
27520130.0,"BACON, CHICK, & TOM CLUB SANDWICH W/ LETTUCE+SPREAD",27540285.0,"Chicken, bacon, and tomato club sandwich, with lettuce and spread",0.804
24127120.0,"CHICKEN, BREAST,COATED,BKD/FRD,PPD W/ SKIN, SKIN NOT EATEN",24127500.0,"Chicken breast, baked, coated, skin / coating eaten",0.803
24127110.0,"CHICKEN, BREAST,COATED,BKD/FRD,PPD W/ SKIN, SKIN EATEN",24127500.0,"Chicken breast, baked, coated, skin / coating eaten",0.803
24127100.0,"CHICKEN, BREAST,COATED,BKD/FRD,PPD W/ SKIN,NS SKIN EATEN",24127500.0,"Chicken breast, baked, coated, skin / coating eaten",0.803
14420000.0,"CHEESE SPREAD, NFS",14410380.0,"Cream cheese spread, fat free",0.803
27510600.0,"HAMBURGER, 1 OZ MEAT,PLAIN, ON MINIATURE BUN",27510511.0,"Hamburger, 1 miniature patty, on miniature bun, from school",0.803
24162110.0,"CHICKEN, WING, ROASTED OR BROILED, W/ SKIN",24162130.0,"Chicken wing, baked, broiled, or roasted, from raw",0.802
27510500.0,"HAMBURGER, PLAIN, ON BUN",27510521.0,"Hamburger, NFS",0.802
27510280.0,"DOUBLE CHEESEBURGER, W/ MAYO, ON BUN",27510386.0,Double cheeseburger (Burger King),0.802
24162100.0,"CHICKEN, WING, ROASTED OR BROILED, NS AS TO SKIN",24162130.0,"Chicken wing, baked, broiled, or roasted, from raw",0.802
24162120.0,"CHICKEN, WING, ROASTED OR BROILED, W/O SKIN",24162130.0,"Chicken wing, baked, broiled, or roasted, from raw",0.802
27510590.0,"Hamburger, with mayonnaise or salad dressing, on bun",83110000.0,Mayonnaise-type salad dressing,0.801
27510270.0,"DOUBLE CHEESEBURGER, PLAIN, ON BUN",27510386.0,Double cheeseburger (Burger King),0.801
92301160.0,"TEA, DECAFFEINATED, W/ SUGAR, NFS",92303100.0,"Tea, hot, leaf, green, decaffeinated",0.8
53102500.0,"CAKE, BANANA, NS AS TO ICING",53102700.0,"Cake or cupcake, banana, with icing or filling",0.8
24124122.0,"Chicken, breast, fried, no coating, skin not eaten, made with butter",24127200.0,"Chicken breast, fried, coated, skin / coating eaten, from raw",0.8
53204800.0,"BROWNIE, DIET, NS AS TO ICING",53204000.0,"Cookie, brownie, NS as to icing",0.8
32105050.0,"EGG OMELET OR SCRAMBLED EGG, W/ VEG, NOT DK GRN",32129990.0,"Egg omelet or scrambled egg, NS as to fat",0.799
11613000.0,"Instant breakfast, powder, sweetened with low calorie sweetener, milk added",92305920.0,"Tea, iced, instant, green, pre-sweetened with low calorie sweetener",0.799
11211100.0,"MILK, EVAPORATED, WHOLE, UNDILUTED",11211050.0,"Milk, evaporated, whole",0.799
11541500.0,"MILK SHAKE, MADE W/ SKIM MILK, CHOCOLATE",11542100.0,"Milk shake, fast food, chocolate",0.797
11541510.0,"MILK SHAKE,MADE W/ SKIM MILK, NOT CHOCOLATE",11542100.0,"Milk shake, fast food, chocolate",0.797
11740318.0,"Enfamil Nutramigen LIPIL, infant formula, prepared from powder, made with plain bottled water",11740313.0,"Infant formula, powder, made with water, NFS (Enfamil Nutramigen)",0.797
24107001.0,"Chicken, NS as to part, coated, baked or fried, prepared with skin, NS as to skin/coating eaten, fat not added in cooking",24107070.0,"Chicken, NS as to part, fried, coated, skin / coating eaten",0.796
24157240.0,"CHICKEN,THIGH,COATED,BKD/FRD,PPD SKINLESS,NS COAT EATEN",24157302.0,"Chicken thigh, fried, coated, prepared skinless, coating eaten, from raw",0.796
24147212.0,"Chicken, drumstick, coated, baked or fried, prepared with skin, skin/coating eaten, made with butter",24147400.0,"Chicken drumstick, baked, coated, skin / coating eaten",0.796
11424510.0,"Yogurt, Greek, vanilla, low fat",11460000.0,"Frozen yogurt, vanilla",0.796
24157260.0,"CHICKEN,THIGH,COATED,BKD/FRD,PPD SKINLESS, COAT NOT EATEN",24157302.0,"Chicken thigh, fried, coated, prepared skinless, coating eaten, from raw",0.796
24157250.0,"CHICKEN,THIGH,COATED,BKD/FRD,PPD SKINLESS, COAT EATEN",24157302.0,"Chicken thigh, fried, coated, prepared skinless, coating eaten, from raw",0.796
25220390.0,"Bologna, beef, lowfat",25220410.0,"Bologna, NFS",0.796
92582120.0,"Fruit flavored drink, reduced sugar, with high vitamin C, plus added calcium",92582100.0,"Fruit juice drink, with high vitamin C, plus added calcium",0.795
71104010.0,"WHITE POTATO, ROASTED, FAT NOT ADDED",71104030.0,"Potato, roasted, NFS",0.795
56203010.0,"OATMEAL, COOKED, REGULAR, NO FAT ADDED",56203066.0,"Oatmeal, regular or quick, made with milk, no added fat",0.795
53227000.0,"COOKIE, MARSHMALLOW PIE, NONCHOCOLATE COATING",53382000.0,"Pie, chocolate-marshmallow",0.795
71104020.0,"WHITE POTATO, ROASTED, FAT ADDED",71104030.0,"Potato, roasted, NFS",0.795
58406010.0,TURKEY NOODLE SOUP,58400100.0,"Noodle soup, NFS",0.795
71104000.0,"WHITE POTATO, ROASTED, NS FAT ADDED",71104030.0,"Potato, roasted, NFS",0.795
57339100.0,"Rice Krispies with Real Strawberries, Kellogg's",57339000.0,Cereal (Kellogg's Rice Krispies),0.795
24127135.0,"Chicken, breast, from fast food, coated, baked or fried, prepared with skin, skin/coating not eaten",24127210.0,"Chicken breast, fried, coated, skin / coating eaten, from pre-cooked",0.794
24127130.0,"Chicken, breast, from fast food, coated, baked or fried, prepared with skin, skin/coating eaten",24127210.0,"Chicken breast, fried, coated, skin / coating eaten, from pre-cooked",0.794
24127125.0,"Chicken, breast, from fast food, coated, baked or fried, prepared with skin, NS as to skin/coating eaten",24127210.0,"Chicken breast, fried, coated, skin / coating eaten, from pre-cooked",0.794
58132910.0,SPAGHETTI W/ TOMATO SAUCE & CHICKEN OR TURKEY,74404010.0,Spaghetti sauce,0.793
24127160.0,"CHICKEN,BREAST,COATED,BKD/FRD,PPD SKINLESS,COAT NOT EATEN",24127202.0,"Chicken breast, fried, coated, prepared skinless, coating eaten, from raw",0.792
54301000.0,"CRACKER, SNACK",54001000.0,"Crackers, NFS",0.792
61204600.0,"Lemon juice, frozen",61204000.0,"Lemon juice, 100%, NS as to form",0.792
24127150.0,"CHICKEN,BREAST,COATED,BKD/FRD,PPD SKINLESS,COAT EATEN",24127202.0,"Chicken breast, fried, coated, prepared skinless, coating eaten, from raw",0.792
74402300.0,Salsa made with fruit,74402100.0,"Salsa, NFS",0.792
11710650.0,"Enfamil Lipil, with iron, infant formula, NS as to form",11710660.0,"Infant formula, NS as to form (Enfamil A.R.)",0.792
28320120.0,"PORK VEG SOUP W/ NOODLES, STEW TYPE, CHUNKY STYLE",28320160.0,"Pork vegetable soup with potato, pasta, or rice, stew type, chunky style",0.792
24127140.0,"CHICKEN,BREAST,COATED,BKD/FRD,PPD SKINLESS,NS COAT EATEN",24127202.0,"Chicken breast, fried, coated, prepared skinless, coating eaten, from raw",0.792
92417010.0,"Soft drink, ale type",92400000.0,"Soft drink, NFS",0.792
58100150.0,"BURRITO W/ BEEF & POTATO, NO BEANS",58100120.0,Burrito with meat and beans,0.792
57404200.0,Malt-O-Meal Apple and Cinnamon Toasty O's,57305165.0,Cereal (Malt-O-Meal Cinnamon Toasters),0.792
25221680.0,"SMOKED SAUSAGE, PORK",25221405.0,Pork sausage,0.792
25221650.0,"SMOKED LINK SAUSAGE, PORK",25221450.0,Pork sausage rice links,0.791
21500300.0,"Ground beef patty, cooked (for fast food sandwiches)",21500310.0,"Ground beef patty, cooked",0.791
24140200.0,"CHICKEN, DRUMSTICK, NFS",24143210.0,"Chicken drumstick, stewed, skin eaten",0.79
53102300.0,"Cake, applesauce, diet, without icing",53102100.0,"Cake or cupcake, applesauce, without icing or filling",0.79
53102000.0,"Cake, applesauce, NS as to icing",53102200.0,"Cake or cupcake, applesauce, with icing or filling",0.789
51184030.0,"BREAD STICK, SOFT, PREP W/ GARLIC & PARMESAN CHEESE",51121055.0,"Garlic bread, with parmesan cheese, from frozen",0.789
42109000.0,"MACADAMIA NUTS, UNROASTED",42109100.0,Macadamia nuts,0.789
53108100.0,"CAKE, CUPCAKE, CHOCOLATE, W/O ICING",53105300.0,"Cake or cupcake, German chocolate, with icing or filling",0.788
53109000.0,"CAKE, CUPCAKE, NOT CHOCOLATE, NS AS TO ICING",53105300.0,"Cake or cupcake, German chocolate, with icing or filling",0.788
11710603.0,"ENFAMIL W/ IRON, INFANT FORMULA, PREPARED FROM POWDER",11710663.0,"Infant formula, powder, made with water, NFS (Enfamil A.R.)",0.788
83107200.0,"MAYONNAISE, MADE W/ TOFU",83300700.0,"Mayonnaise, fat free",0.788
53108000.0,"Cake, cupcake, chocolate, NS as to icing",53105300.0,"Cake or cupcake, German chocolate, with icing or filling",0.788
27510240.0,"CHEESEBURGER, 1/4 LB MEAT, PLAIN, ON BUN",27510155.0,"Cheeseburger, NFS",0.787
24144225.0,"Chicken, drumstick, fried, no coating, skin not eaten, made without fat",24147300.0,"Chicken drumstick, fried, coated, skin / coating eaten, from raw",0.787
28315120.0,"BEEF VEG SOUP W/ NOODLES, STEW TYPE, CHUNKY STYLE",75656060.0,"Vegetable beef soup, chunky style",0.787
24144215.0,"Chicken, drumstick, fried, no coating, skin eaten, made without fat",24147300.0,"Chicken drumstick, fried, coated, skin / coating eaten, from raw",0.787
64104090.0,APPLE JUICE WITH ADDED VITAMIN C AND CALCIUM,64104030.0,"Apple juice, 100%, with calcium added",0.786
28143030.0,"Chicken and vegetable entree, oriental (diet frozen meal)",28143020.0,"Chicken and vegetable entree with rice, diet frozen meal",0.785
11212100.0,"Milk, evaporated, skim, undiluted",11212050.0,"Milk, evaporated, fat free (skim)",0.784
58160302.0,"Rice with peas, fat not added in cooking",58160450.0,"Rice, white, with peas, fat added",0.784
53116490.0,"Cake, pumpkin, NS as to icing",53116510.0,"Cake or cupcake, pumpkin, with icing or filling",0.784
58160304.0,"Rice with peas, fat added in cooking",58160450.0,"Rice, white, with peas, fat added",0.784
24157213.0,"Chicken, thigh, coated, baked or fried, prepared with skin, skin/coating eaten, made with oil",24157400.0,"Chicken thigh, baked, coated, skin / coating eaten",0.784
24157223.0,"Chicken, thigh, coated, baked or fried, prepared with skin, skin/coating not eaten, made with oil",24157400.0,"Chicken thigh, baked, coated, skin / coating eaten",0.784
74404030.0,"SPAGHETTI SAUCE W/ MEAT, CANNED, NO EXTRA MEAT",27162040.0,Spaghetti sauce with meat,0.783
57321905.0,"Organic Flax Plus, Pumpkin Granola, Nature's Path",57321900.0,Cereal (Nature's Path Organic Flax Plus),0.783
25220130.0,"BEEF SAUSAGE, SMOKED",25220105.0,Beef sausage,0.783
54337000.0,"CRACKER, 100% WHOLE WHEAT",54338000.0,"Crackers, wheat",0.783
53243100.0,"COOKIE, RICH, ALL CHOCOLATE, W/ CHOC FILLING OR CHOC CHIPS",53207050.0,"Cookie, chocolate, with chocolate filling or coating, fat free",0.783
56203030.0,"OATMEAL, COOKED, INSTANT, NO FAT ADDED IN COOKING",56203096.0,"Oatmeal, instant, plain, made with milk, no added fat",0.782
25230840.0,TURKEY SALAMI,25221500.0,"Salami, NFS",0.782
27510250.0,"Cheeseburger, 1/4 lb meat, with mayonnaise or salad dressing, on bun",83110000.0,Mayonnaise-type salad dressing,0.782
11519000.0,"MILK BEVERAGE, NOT CHOCOLATE, W/ WHOLE MILK",92613510.0,Cornmeal beverage with chocolate milk,0.781
24107010.0,"CHICKEN, COATED, BKD/FRD, PPD W/ SKIN, SKIN EATEN",24198440.0,Chicken skin,0.781
24107000.0,"CHICKEN, COATED, BKD/FRD, PPD W/ SKIN, NS SKIN EATEN",24198440.0,Chicken skin,0.781
24107020.0,"CHICKEN, COATED, BKD/FRD, PPD W/ SKIN, SKIN NOT EATEN",24198440.0,Chicken skin,0.781
58106255.0,"Pizza, extra cheese, regular crust",58106260.0,"Pizza, extra cheese, thick crust",0.781
63401020.0,APPLE & CABBAGE SALAD W/ DRESSING,63401010.0,Apple salad with dressing,0.78
24201350.0,"Turkey, light or dark meat, battered, fried, NS as to skin eaten",24201360.0,"Turkey, light or dark meat, fried, coated, skin not eaten",0.78
24127113.0,"Chicken, breast, coated, baked or fried, prepared with skin, skin/coating eaten, made with oil",24127500.0,"Chicken breast, baked, coated, skin / coating eaten",0.78
28120310.0,"Pork with rice, vegetable, in soy-based sauce (diet frozen meal)",28143200.0,"Chicken in soy-based sauce, rice and vegetables, frozen meal",0.78
53101300.0,"Cake, angel food, chocolate, without icing",53101100.0,"Cake, angel food, without icing or filling",0.779
32105121.0,"EGG OMELET OR SCRAMBLED EGG, W/ SAUSAGE & CHEESE",32130290.0,"Egg omelet or scrambled egg, with cheese and meat, NS as to fat",0.779
11710103.0,"ENFAMIL, LOW IRON, INFANT FORMULA, PREPARED FROM POWDER",11710663.0,"Infant formula, powder, made with water, NFS (Enfamil A.R.)",0.779
71403010.0,"White potato, home fries, fat not added in cooking",71403020.0,"Potato, home fries, NFS",0.778
24122110.0,"CHICKEN, BREAST, ROASTED OR BROILED, W/SKIN",24122130.0,"Chicken breast, baked, broiled, or roasted, skin eaten, from raw",0.778
42111010.0,"PEANUTS, IN SHELL, NFS, SHELL NOT EATEN",53391000.0,Pie shell,0.778
32105122.0,"EGG OMELET OR SCRAMBLED EGG, W/ SAUSAGE",32129990.0,"Egg omelet or scrambled egg, NS as to fat",0.778
51126010.0,"Bread, milk and honey",91302010.0,Honey,0.777
52304200.0,"MUFFIN, OAT BRAN WITH FRUIT AND/OR NUTS",52304150.0,"Muffin, oat bran",0.777
56207010.0,"WHEAT, CREAM OF, COOKED, REGULAR, NO FAT ADDED",56207023.0,"Cream of wheat, regular or quick, made with milk, fat added",0.776
11710645.0,"Enfamil PREMIUM LIPIL, infant formula, prepared from liquid concentrate, made with plain bottled water",11710634.0,"Infant formula, liquid concentrate, made with plain bottled water (Enfamil Infant)",0.776
27510530.0,"HAMBURGER, 1/4 LB MEAT, PLAIN, ON BUN",27510521.0,"Hamburger, NFS",0.776
56207220.0,"WHEAT, CREAM OF, COOKED, REGULAR, FAT ADDED",56207023.0,"Cream of wheat, regular or quick, made with milk, fat added",0.776
58107210.0,"WHITE PIZZA, NS AS TO TYPE OF CRUST",58107207.0,"White pizza, cheese, thick crust",0.776
81102030.0,"MARGARINE, LIQUID, SALTED",81104110.0,"Margarine like spread, fat free, liquid, salted",0.776
24164123.0,"Chicken, wing, fried, no coating, skin not eaten, made with oil",24107070.0,"Chicken, NS as to part, fried, coated, skin / coating eaten",0.775
24164113.0,"Chicken, wing, fried, no coating, skin eaten, made with oil",24107070.0,"Chicken, NS as to part, fried, coated, skin / coating eaten",0.775
24124124.0,"Chicken, breast, fried, no coating, skin not eaten, made with cooking spray",24127200.0,"Chicken breast, fried, coated, skin / coating eaten, from raw",0.774
32105085.0,"EGG OMELET OR SCRAMBLED EGG,W/CHEESE, HAM OR BACON, & TOMATO",32130620.0,"Egg omelet or scrambled egg, with cheese and tomatoes, NS as to fat",0.774
25230900.0,"TURKEY OR CHICKEN BREAST, PKG'D/DELI, LUNCHEON MEAT",25230110.0,"Luncheon meat, NFS",0.773
51302050.0,"Bread, wheat bran, with raisins",51300210.0,"Bread, whole wheat, with raisins",0.773
32105040.0,"EGG OMELET OR SCRAMBLED EGG, W/ DK GRN VEGETABLES",32130450.0,"Egg omelet or scrambled egg, with dark-green vegetables, NS as to fat",0.773
51302010.0,"BREAD, WHEAT BRAN",51501040.0,"Bread, oat bran",0.773
11211000.0,"MILK, EVAPORATED, WHOLE, NS AS TO DILUTION",11211050.0,"Milk, evaporated, whole",0.773
71405020.0,"WHITE POTATO, HASH BROWN, FROM FROZEN",71404010.0,"Potato, hash brown, from fast food",0.772
51301710.0,"BAGEL, WHEAT, TOASTED",51301700.0,"Bagel, wheat",0.771
11710652.0,"Enfamil Lipil, with iron, infant formula, prepared from liquid concentrate",11710632.0,"Infant formula, liquid concentrate, made with water, NFS (Enfamil Infant)",0.771
24147200.0,"CHICKEN,DRUMSTICK,COATED,BKD/FRD,PPD W/SKIN,NS SKIN EAT",24147400.0,"Chicken drumstick, baked, coated, skin / coating eaten",0.77
24147210.0,"CHICKEN,DRUMSTICK,COATED,BKD/FRD,PPD W/SKIN, SKIN EAT",24147400.0,"Chicken drumstick, baked, coated, skin / coating eaten",0.77
24147220.0,"CHICKEN,DRUMSTICK,COATED,BKD/FRD,PPD W/SKIN, SKIN NOT EAT",24147400.0,"Chicken drumstick, baked, coated, skin / coating eaten",0.77
74602100.0,"TOMATO SOUP, CANNED, LOW SODIUM, READY-TO-SERVE",75649040.0,"Vegetable soup, reduced sodium, canned, ready to serve",0.77
41221010.0,"BAKED BEANS, LOW SODIUM",41221000.0,"Baked beans, reduced sodium",0.769
56201130.0,"Grits, cooked, corn or hominy, quick, NS as to fat added in cooking",75217490.0,"Hominy, cooked, NS as to fat added in cooking",0.769
92510810.0,GRAPEADE & GRAPE DRINK,63123000.0,"Grapes, raw",0.768
92306040.0,"Tea, herbal, presweetened, NS as to sweetener",62119200.0,"Pear, dried, cooked, NS as to sweetened or unsweetened; sweetened, NS as to type of sweetener",0.767
54305000.0,"CRISPBREAD, WHEAT, NO ADDED FAT",54305010.0,"Crackers, crispbread",0.767
55101010.0,"PANCAKES, REDUCED CALORIE, HIGH FIBER",51122000.0,"Bread, reduced calorie and/or high fiber, white or NFS",0.767
56201298.0,"Grits, cooked, corn or hominy, NS as to regular, quick, or instant, made with milk, fat not added in cooking",56201040.0,"Grits, NS as to regular, quick, or instant, fat added",0.767
11720400.0,"ISOMIL, W/ IRON, INFANT FORMULA, NS AS TO FORM",11720410.0,"Infant formula, NS as to form (Similac Isomil Soy)",0.766
71103120.0,"WHITE POTATO, BOILED, W/ PEEL, FAT ADDED",71103010.0,"Potato, boiled, from fresh, peel not eaten, no added fat",0.766
61225000.0,"PINEAPPLE-ORANGE JUICE, NFS",64124020.0,"Pineapple juice, 100%",0.766
71103110.0,"WHITE POTATO, BOILED, W/ PEEL, FAT NOT ADDED",71103010.0,"Potato, boiled, from fresh, peel not eaten, no added fat",0.766
53542200.0,"GRANOLA BAR, OATS, FRUIT, NUTS, LOWFAT",53712200.0,"Cereal or granola bar, lowfat, NFS",0.766
24147215.0,"Chicken, drumstick, coated, baked or fried, prepared with skin, skin/coating eaten, made without fat",24147400.0,"Chicken drumstick, baked, coated, skin / coating eaten",0.765
21501360.0,"Ground beef, 95% or more lean, cooked",21500100.0,"Ground beef, cooked",0.764
74403010.0,TOMATO SAUCE,75417030.0,"Peas, cooked, NS as to form, with tomato sauce",0.764
61216220.0,"GRAPEFRUIT & ORANGE JUICE, CANNED, UNSWEETENED",61101220.0,"Grapefruit, canned or frozen, unsweetened, water pack",0.764
27510410.0,"Chiliburger, on bun",27510705.0,"Chiliburger, with or without cheese, on bun",0.764
11832000.0,"MEAL REPLACEMENT,MILK-&SOY-BASE,POWDER,NOT RECONST",81106010.0,"Butter replacement, powder",0.763
